Article URL,Claim,Label,Summary,Joke
https://www.politifact.com/factchecks/2021/jun/15/facebook-posts/2010-rockefeller-foundation-report-does-not-show-c/, Says a 2010 Rockefeller Foundation report shows the COVID-19 pandemic and the international response were meticulously planned at least 10 years ago. ,false,"The report, which explored “the role of technology and the future of globalization,” presented four possible future scenarios of how the world might evolve, including one in which an influenza pandemic and lockdowns occurred.
The scenarios were hypothetical. They weren’t predictions or plans.
",
https://www.politifact.com/factchecks/2021/jun/14/facebook-posts/post-overstates-studys-200-finding-hydroxychloroqu/, Study: hydroxychloroquine can boost COVID-19 survival chances nearly 200%. ,barely-true,"A study says a certain dosing of hydroxychloroquine and azithromycin “improves survival by nearly 200%” among hospitalized COVID-19 patients who received invasive mechanical ventilation.
The study is posted on a website that publishes “preprints” — studies that “have not been finalized by authors, might contain errors and report information that has not yet been accepted or endorsed in any way by the scientific or medical community.”
Experts called the study poorly designed and caution against drawing conclusions about cause and effect.
",
https://www.politifact.com/factchecks/2021/jun/14/instagram-posts/christian-eriksen-danish-soccer-player-who-collaps/, Says professional soccer player Christian Eriksen received the Pfizer vaccine days before he collapsed during a game. ,false,"Danish soccer player Christian Eriksen, 29, suddenly collapsed June 12 during a UEFA European Championship match between Denmark and Finland. He was later reported to be stable at the hospital after suffering cardiac arrest.
The director of Eriksen’s professional team said he hadn’t received any COVID-19 vaccine or previously contracted the disease.
A small number of younger people have developed heart inflammation after receiving an mRNA-based vaccine. The possible link is currently being investigated by health agencies, including the CDC.
",
https://www.politifact.com/factchecks/2021/jun/11/instagram-posts/no-proof-speculation-covid-19-vaccine-deaths-will-/, Report: Vaccine related deaths may rival recorded COVID-19 deaths. ,false,"There is no report saying this. A guest on an Alex Jones show speculated, based on data she said is forthcoming from a man who runs a medical billing company, that “we probably are going to see deaths over 500,000” from COVID-19 vaccines.
The CDC says it has not established a causal link between the COVID-19 vaccines and the deaths reported in its public data collection system.
The agency said there is a plausible causal link between the Johnson & Johnson vaccine and a rare type of blood clot that has caused at least three deaths.
",
https://www.politifact.com/factchecks/2021/jun/11/kedron-bardwell/iowa-moms-governor-have-qanon-ties-shared-anti-vax/, These 2 Ankeny moms standing next to the Governor are known Qanon and anti-vaxx conspiracy theorists. ,mostly-true,"On May 20, Iowa Gov. Kim Reynolds signed a bill making masks optional in schools.
Responding to a video of Reynolds signing the bill among supporters, a Simpson College political science professor wrote that two women in the video are known QAnon and anti-vaccine conspiracy theorists.
The women have attended a conference that featured conspiracy theorists and called the COVID-19 pandemic a “plandemic” but identify as “EX-Vaxxers,” not “anti-vaxx.”
",
https://www.politifact.com/factchecks/2021/jun/09/chuck-grassley/mining-lithium-poses-environmental-risks-biden-adm/, The Biden administration ignores the negative environmental impact created lithium mining. ,false,"President Joe Biden’s 2022 budget plan includes $75 million to increase lithium supplies with less environmental impact through battery recycling.
The administration now oversees a large new lithium mine in Nevada that has drawn lawsuits for its environmental impacts. It was approved by the Trump administration.
The Bureau of Land Management is vetting another proposed lithium mine against a full menu of environmental concerns.
",
https://www.politifact.com/factchecks/2021/jun/08/instagram-posts/claim-about-920-miscarriages-caused-covid-19-vacci/, 920 women lose their unborn babies after getting vaccinated. ,false,"The post does not provide evidence supporting its claim, and we found none confirming that COVID-19 vaccines have caused hundreds of miscarriages.
Public health experts generally recommend that COVID-19 vaccines are safe for people who are pregnant.
",
https://www.politifact.com/factchecks/2021/jun/07/instagram-posts/theres-no-evidence-airlines-met-discuss-risks-lett/, Airlines are meeting today to discuss the risks of carrying vaxed passengers due to the risk of clots and the liabilities involved. ,false," There is no evidence that airlines met to “discuss the risks” of allowing passengers who’ve received COVID-19 vaccines to fly. 
 Blood clots are a risk when traveling due to prolonged periods of stillness. This was the case well before COVID-19 vaccines were available. These types of clots are different from the rare ones associated with one of the vaccines.
",
https://www.politifact.com/factchecks/2021/jun/07/facebook-posts/no-proof-researcher-claim-covid-19-vaccines-spike-/, Viral immunologist says COVID-19 vaccines’ spike protein means people are being inoculated with a toxin. ,false,"Experts say there is no evidence that the vaccines produce a toxin that could cause heart problems and neurological damage, as Canadian viral immunologist Byram Bridle maintained.
Bridle has not produced evidence to prove his claim, which has been widely shared on social media.
",
https://www.politifact.com/factchecks/2021/jun/03/tweets/cdc-did-not-change-its-criteria-what-considered-br/, The CDC lowered the PCR threshold while no longer recording asymptomatic cases...but only for the vaccinated. ,false,"While it’s true the Centers for Disease Control and Prevention are no longer officially scrutinizing asymptomatic breakthrough infections, the agency has not “lowered” the general cycle threshold for determining COVID-19 cases.
",
https://www.politifact.com/factchecks/2021/jun/02/facebook-posts/social-media-posts-repeat-false-information-about-/, So the unvaxxed have to wear mask (sic) to protect the vaxxinated. ,false," Health experts recommend that unvaccinated people wear masks to protect other unvaccinated or not-fully-vaccinated people.
 As of May 30, 40.7% of the total U.S. population was fully vaccinated against COVID-19, leaving a large swath of the population remaining to be fully protected. 
  COVID-19 cases in the U.S. have declined dramatically, but on May 29, the seven-day average for new daily cases was still more than 18,000 per day. 
",
https://www.politifact.com/factchecks/2021/jun/02/facebook-posts/no-emails-fauci-dont-show-early-agreement-virus-wa/, Emails show Fauci s fellow scientist could tell early on that the (coronavirus) looked manufactured. ,false,"One email to Fauci from a credible researcher noted the possibility of an engineered virus, but said more work was needed.
Other emails came from less credible voices and cited no evidence.
",
https://www.politifact.com/factchecks/2021/jun/02/instagram-posts/post-using-old-fauci-email-falsely-claims-fauci-li/, An email from Dr. Anthony Fauci shows everyone was lied to about wearing masks to prevent the spread of COVID-19. ,false,"The email from Fauci is from February 2020, when masks weren’t widely recommended to fight COVID-19. By April 2020, Fauci and other leading public health authorities recommended mask wearing.
",
https://www.politifact.com/factchecks/2021/jun/01/viral-image/no-vaccine-shedding-will-not-give-unvaccinated-peo/, You will be vaccinated regardless of whether you receive the shot or not. ,false,"Experts and health officials have said that it is impossible for COVID-19 vaccines to shed viral particles.
In order to become vaccinated, you have to get the vaccine.
",
https://www.politifact.com/factchecks/2021/may/28/joe-biden/joe-biden-exaggerates-us-rank-world-coronavirus-va/," Now, 50% of all of America, more than any other country, is fully vaccinated. ",barely-true," The United States’ vaccination program is faring well by international standards, exceeding all but two advanced industrialized nations in the percentage of residents who are considered fully vaccinated.
 However, the percentage of Americans who are fully vaccinated is 40%, not 50%. 
 In addition, five other countries have higher rates for full vaccination than the United States does.
",
https://www.politifact.com/factchecks/2021/may/28/instagram-posts/instagram-post-misleads-vaccine-efficacy-conflatin/," The Lancet peer-reviewed study confirms vaccine efficacy, not as 95% stated the vaccine companies, but as: AstraZeneca 1.3%; Moderna 1.2%; J&J 1.2%; Pfizer 0.84%. ",barely-true,"A viral Instagram post claiming the COVID-19 vaccines are far less effective than advertised is conflating different measures of efficacy to leave a misleading impression.
The COVID-19 vaccines are highly effective. The Pfizer vaccine’s 95% efficacy, for example, means that the people who received the vaccine in clinical trials had a 95% lower risk of becoming infected than those who received a placebo.
A separate measure of vaccine efficacy was the subject of a Lancet Microbe commentary — not a peer-reviewed study. The commentary did not argue that the vaccines do not work, or that the widely reported efficacy figures were inaccurate. An author of the commentary told PolitiFact that the Instagram post misinterprets it.
",
https://www.politifact.com/factchecks/2021/may/28/facebook-posts/covid-19-vaccines-do-not-cause-virus-variants/, COVID-19 vaccines are creating the coronavirus variants. ,false,"Several coronavirus variants emerged before the vaccines were rolled out in late 2020. The COVID-19 vaccines help reduce the spread of the virus, therefore decreasing the likelihood that it will mutate and create new variants.
Slow vaccine uptake can cause more variants, since the virus continually looks to evolve and escape any immunity — natural or vaccine-induced.
Public health experts say this doesn’t mean that people shouldn’t get vaccinated, but just the opposite, as faster uptake slows this from happening and will leave people better protected from the virus in the process.
",
https://www.politifact.com/factchecks/2021/may/28/hal-turner-radio-show/no-video-doesnt-prove-covid-19-vaccines-allow-peop/," People with the COVID-19 vaccine are being tracked in real time via 5G cellular, and all that data can be hacked into to track you. ",pants-fire,"None of the COVID-19 vaccines contain microchips that are used to track people who get vaccinated.
",
https://www.politifact.com/factchecks/2021/may/26/instagram-posts/theres-no-proof-covid-19-vaccine-has-injured-or-ki/, 943 innocent kids … are now injured or dead because of the COVID-19 vaccine. ,false,"The data in the Vaccine Adverse Event Reporting System are not verified, and cannot be used on their own to show that vaccines caused negative health effects.
",
https://www.politifact.com/factchecks/2021/may/25/viral-image/cdc-explained-its-updated-mask-guidelines/, The CDC lifting mask guidelines out of the blue with no solid explanation proves they lied to you the whole time about everything. ,false,"Some public health experts were surprised by new guidance from the Centers for Disease Control and Prevention saying fully vaccinated people could generally stop wearing masks, but the decision was explained by CDC Director Dr. Rochelle Walensky. She said it was based on new scientific evidence.
",
https://www.politifact.com/factchecks/2021/may/21/gateway-pundit/no-proof-drugs-not-approved-us-covid-19-caused-dro/, COVID cases in India plummet after government promotes ivermectin and hydroxychloroquine use. ,barely-true,"On April 28, India’s government recommended hydroxychloroquine as a preventive medicine for people who are near patients in home isolation who have mild or no COVID-19 symptoms, and suggested the use of ivermectin to treat those patients.
Neither drug is approved in the U.S. for COVID-19. The U.S. Food and Drug Administration and the World Health Organization recommend against using them to prevent or to treat the virus.
COVID-19 cases in India began to drop in mid-May after a nearly vertical spike over the previous several weeks.
",
https://www.politifact.com/factchecks/2021/may/21/facebook-posts/no-getting-covid-19-vaccine-wont-expose-you-high-a/, An electromagnetic radiation detector can detect radiation from someone’s COVID-19 vaccination. ,false," All human bodies emit some level of radiation.
 Experts say there’s no way that a COVID-19 vaccine could impact the amount of radiation a person gives off.
 Even after decades of research, there is no evidence that exposure to low-level electromagnetic fields impacts a person’s health.
",
https://www.politifact.com/factchecks/2021/may/21/tiktok-posts/no-video-doesnt-prove-astrazeneca-covid-19-vaccine/, The AstraZeneca COVID-19 vaccine contains a Bluetooth microchip. ,false,"The AstraZeneca COVID-19 vaccine does not include ingredients that would cause a recipient’s body to connect to Bluetooth-enabled smartphones and other devices.
",
https://www.politifact.com/factchecks/2021/may/21/instagram-posts/no-moderna-vaccine-does-not-contain-ingredient-s-r/," The Moderna vaccine contains an ingredient that is for research use only, not meant for human or veterinary use. ",false,"The Moderna vaccine does contain lipids like SM-102, and they are safe for human use. The lipids allow the mRNA used in the vaccine to slip into a cell by covering the molecule in a fatty shell.
Biotech companies sell versions of the lipid that are suspended in a solution of chloroform to pharmaceutical companies for research purposes. The chloroform is toxic, but not the lipid itself. This version is not in the COVID-19 vaccine.
",
https://www.politifact.com/factchecks/2021/may/20/gateway-pundit/no-cdc-did-not-admit-overcounting-covid-19-cases-h/, CDC director finally admits that COVID cases were overcounted in hospitals ,false," Dr. Rochelle Walensky, director of the Centers for Disease Control and Prevention, said on CNN that among 223 deaths from breakthrough COVID-19 infections after vaccination, some might have been from causes other than the virus.
 The CDC’s data on breakthrough infections shows that of the 223 deaths, 42 — or 18% — were reported as asymptomatic or not related to COVID-19.
 The claim about the CDC overcounting COVID-19 deaths initially surfaced in August and was debunked.
",
https://www.politifact.com/factchecks/2021/may/20/facebook-posts/cdc-not-manipulating-its-covid-19-breakthrough-dat/, Says the CDC’s new tracking policy is covering up cases of breakthrough COVID-19 infections among vaccinated people. ,false,"The Centers for Disease Control and Prevention confirmed it is no longer scrutinizing “breakthrough” COVID-19 cases among vaccinated people unless the patient is admitted to a hospital or dies.
The agency said the policy will help researchers zero in on the severe cases that concern them most.
",
https://www.politifact.com/factchecks/2021/may/18/tom-cotton/do-new-yorks-homeless-veterans-qualify-excluded-wo/," New York s 1,200+ homeless veterans are ineligible for these $15,600 payments. ",barely-true," Cotton’s tweet refers to a budgetary provision in New York state that would provide aid to immigrants who are in the country illegally, but it leaves a misleading impression about its intent.
 The vast majority of homeless veterans are already citizens who qualify for other federal or state assistance programs, and thus are not the population the Excluded Worker Fund was designed to help.
",
https://www.politifact.com/factchecks/2021/may/18/facebook-posts/no-fauci-and-fda-head-didnt-say-40-50-cdc-fda-staf/," About 40% to 50% of CDC, FDA employees are refusing the COVID-19 vaccine, according to Anthony Fauci and FDA’s Peter Marks. ",false,"Dr. Anthony Fauci and top officials from the Food and Drug Administration and the Centers for Disease Control and Prevention were asked at a Senate committee hearing what percentage of their employees have received COVID-19 vaccinations.
In their responses, none of the three officials said anything about employees who refused to be vaccinated.
",
https://www.politifact.com/factchecks/2021/may/17/instagram-posts/covid-19-can-be-transmitted-people-without-symptom/, Transmission of COVID-19 asymptomatic individuals has never been proven. ,false," Multiple studies have concluded that individuals who test positive for COVID-19 can transmit the virus to others, even if they show no symptoms.
 There is no consensus estimate on how frequently asymptomatic people transmit the virus to others.
",
https://www.politifact.com/factchecks/2021/may/14/jeffrey-zients/did-johnson-johnson-pause-harm-vaccine-confidence-/, The research showed … that confidence overall in the vaccines increased after the pause to review the safety of Johnson & Johnson’s coronavirus vaccine. ,half-true," Federal officials in April recommended resuming use of the Johnson & Johnson vaccine after a 10-day pause to investigate cases of blood clots among a few vaccinated people.
 A de Beaumont Foundation poll found greater enthusiasm to get a vaccination after the pause; YouGov polls show slightly declining hesitancy; and an Axios/Ipsos poll found no softening of interest in getting a vaccination despite the pause.
 However, a Kaiser Family Foundation survey found rising concern about side effects after the pause was announced. And polls by Kaiser, YouGov, and ABC and the Washington Post found low and worsening trust of the Johnson & Johnson vaccine after the pause was announced.
",
https://www.politifact.com/factchecks/2021/may/12/facebook-posts/montana-leaving-federal-unemployment-program-keepi/, Montana is canceling unemployment because of a workforce shortage. ,half-true," Montana Gov. Greg Gianforte has announced that the state will withdraw from the federal unemployment aid program established to help those out of work during the COVID-19 pandemic. However, the state unemployment aid program remains in place. ​
",
https://www.politifact.com/factchecks/2021/may/11/joe-biden/biden-boasts-about-equitable-senior-covid-19-vacci/," For vaccine rates among Americans 65 and older, there’s virtually no difference between white, Black, Hispanic, Asian American. ",false,"Biden has claimed multiple times that the Covid-19 vaccination rate for people 65 and older is equal between white people and people of color. But there is no available data that supports his claim.
Only select states track vaccination data based on both race/ethnicity and age, and most of that data shows disparities continue.
National data of all ages also indicates that white people are being vaccinated at higher rates than people of color.
",
https://www.politifact.com/factchecks/2021/may/11/viral-image/producing-electric-cars-battery-does-not-emit-same/, Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years. ,barely-true,"Production of a lithium-ion battery for an electric vehicle emits carbon dioxide equivalent to operating a gasoline car for about one or two years, depending on where the battery is produced.
The carbon emission from battery production can be quickly offset once an electric car is in operation, because it has no tailpipe emissions.
",
https://www.politifact.com/factchecks/2021/may/07/survival-international/would-protecting-30-worlds-land-and-waters-hurt-30/," With the goal to preserve 30% of the earth’s land and water 2030, 300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples. ",barely-true,"Over 50 nations want to put 30% of the world’s land and waters into protected status by 2030.
Advocacy groups for indigenous people say the move would force 300 million people off their land.
Supporters of the plan say giving indigenous people more power is the key to land and water protections.
",
https://www.politifact.com/factchecks/2021/may/06/blog-posting/report-teen-died-2-days-after-covid-shot-was-unver/, 15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab. ,false,"A report was made to a federal database that a 15-year-old in Colorado died two days after receiving a COVID-19 vaccine.
Reports can be made by anyone and are not verified before being entered into the database, which is intended as an early warning system for possible side effects to vaccines.
Authorities say they investigate all reports classified as serious, including deaths, and they have not commented on the investigation of the Colorado report.
",
https://www.politifact.com/factchecks/2021/may/06/tucker-carlson/tucker-carlsons-misleading-claim-about-deaths-afte/," Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States … The actual number is almost certainly higher. ",false,"Tucker Carlson was citing data from the federal Vaccine Adverse Event Reporting System database, or VAERS. The VAERS system is open to anyone, and reports to it are not verified, making it a breeding ground for misinformation about vaccine safety.
The entries in the VAERS database are not enough to determine whether a vaccine causes death or any other adverse event, experts said. People can die after getting vaccinated for any number of reasons unrelated to the vaccine.
The Centers for Disease Control and Prevention analyzed the death reports submitted to VAERS through May 3 and concluded that there’s no “causal link to COVID-19 vaccines.”
",
https://www.politifact.com/factchecks/2021/may/05/ron-johnson/johnson-falsely-claims-wisconsin-didnt-account-per/," With federal stimulus money for schools, no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months. ",barely-true,"The three federal stimulus packages passed since the start of the coronavirus have allocated about $2.4 billion for Wisconsin schools
For the most part, under federal rules, the money will be allocated to districts based on an existing formula centered on the number of low-income students.
But 10% of the money is distributed at the discretion of the state.
Republican lawmakers have moved to distribute it based on the number of in-person hours of instruction for the 2020-2021 school year at the request of state lawmakers
",
https://www.politifact.com/factchecks/2021/may/05/facebook-posts/unemployment-was-lowest-ever-year-ago-no-it-was-hi/, A year ago we had the lowest unemployment in history without using taxpayers money. ,false,"A year before the post, in April 2020, the unemployment rate was 14.7%, the highest on record, not the lowest.
In late-March 2020, President Donald Trump signed a $2.2 trillion COVID-19 relief bill into law.
The unemployment rate bottomed out to 3.6% in April 2019, the lowest since the 1960s.
",
https://www.politifact.com/factchecks/2021/may/04/tiktok-posts/no-red-cross-isnt-warning-vaccinated-people-not-do/," If you get the COVID-19 vaccine, you can t donate blood or plasma because it s completely tainted. ",false,"A person can donate blood or plasma following their COVID-19 vaccine. The only stipulations from the American Red Cross are that the individual must know which vaccine they received, be healthy and not have symptoms of COVID-19.
The Red Cross noted the Johnson & Johnson shot in particular as being safe, and said there has been no evidence of an increased risk of blood clots as a result of donating blood after receiving a J&J vaccine or for patients who received blood donated by these people.
",
https://www.politifact.com/factchecks/2021/apr/30/facebook-posts/no-there-no-evidence-spending-time-around-vaccinat/," The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding ",false," The mRNA COVID-19 vaccines cannot affect people who are not vaccinated. 
 There is no evidence the COVID-19 vaccines cause infertility or pregnancy complications.
",
https://www.politifact.com/factchecks/2021/apr/30/instagram-posts/claim-about-covid-19-vaccines-misinterprets-meanin/, Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work. ,false,"Herd immunity occurs when enough people are immune to an infectious disease — through vaccination and/or prior illness — to make its spread from person to person unlikely.
It does not require 100% of the population to be vaccinated.
",
https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/," For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia. ",barely-true,"COVID-19 vaccinations do not infect recipients with shingles or any form of herpes virus, despite some misleading headlines. It is plausible, but unproven, that COVID-19 vaccines could fuel a reactivation of existing, but dormant, herpes virus in some people.
An Israeli study found that six women out of a group of nearly 500 people came down with shingles in the days and weeks following vaccination. All six had autoimmune diseases making them more susceptible to shingles. Also, the study was not designed to determine cause and effect.
Some other vaccines have shown to reactivate the virus that causes shingles, but so far there is no definitive proof that COVID-19 vaccines do so.
",
https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/no-its-not-illegal-college-or-employer-require-cov/," It s illegal for a college, public school or employer to mandate the vaccine because it was authorized for emergency use. ",false,"There are no legal mechanisms in place that would prevent any institution, whether it’s an employer or school, from mandating COVID-19 shots, though exemptions can be made for those with certain disabilities or sincerely held religious beliefs, as provided by the Americans with Disabilities Act and the Civil Rights Act of 1964.
",
https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/no-evidence-leaked-email-canadian-politician-authe/, A leaked email from a Liberal Party politician shows the Canadian government s plan to reset the economy and seize private property. ,pants-fire," The email purportedly came from a member of the “Strategic Planning Committee” of Canada, but no such committee exists.

 The claim echoes aspects of a widely debunked conspiracy theory known as the “Great Reset.” ​
",
https://www.politifact.com/factchecks/2021/apr/29/kevin-mccarthy/kevin-mccarthy-repeats-pants-fire-claim-biden-will/, Says Joe Biden is going to control how much meat you can eat. ,pants-fire,"President Joe Biden’s climate plans do not include restrictions on red meat consumption.
The false narrative about Biden restricting access to meat started with a Daily Mail article that linked Biden’s climate goals to an unrelated 2020 study. A study author told PolitiFact it “has nothing to do with Biden or his climate change plan.”
The claim was widely debunked before Rep. Kevin McCarthy repeated it.
",
https://www.politifact.com/factchecks/2021/apr/29/viral-image/no-vaccinated-people-dont-make-60-new-covid-19-cas/, 60% of new COVID-19 patients are people who received the vaccine. ,pants-fire,"The CDC reports that out of 87 million fully vaccinated people, 7,157 people had breakthrough cases of COVID-19. That’s 0.008% of all fully vaccinated people.
A study of healthcare workers and frontline personnel who received the Pfizer and Moderna mRNA vaccines showed that the vaccines were 80% effective after the first dose, and 90% after the second.
",
https://www.politifact.com/factchecks/2021/apr/28/instagram-posts/labeled-swabs-photo-are-quality-control-not-sign-c/, Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed. ,false,"An image that shows a COVID-19 testing kit with control swabs labeled “positive” and “negative” is legitimate, but it doesn’t prove that COVID-19 tests are pre-loaded with a result. The swabs are used for quality control to make sure the test is working correctly, not for patient testing.
Control materials are routinely included in medical testing kits to ensure that the tests are performing as expected and recording the correct results.
",
https://www.politifact.com/factchecks/2021/apr/28/facebook-posts/biden-urging-covid-19-safety-has-not-said-he-might/, Joe Biden says Americans can only celebrate the Fourth of July if he says so. ,false,"Biden in March said that if Americans followed COVID-19 safety guidelines, there was a “good chance” they could gather in “small groups” to celebrate the Fourth of July.
In April, he urged Americans to wear masks and get vaccinated. He alluded to his March remarks about July Fourth gatherings, but did not say anything more about them.
Biden has not said that he might cancel Fourth of July gatherings.
",
https://www.politifact.com/factchecks/2021/apr/27/joe-biden/why-its-hard-link-school-reopenings-bidens-efforts/, Says his administration’s efforts have led to more school reopenings. ,half-true,"If schools had adhered to school reopening guidelines issued by the CDC in February, many districts would have shuttered schools.
Biden called for prioritizing educators for vaccines on March 2. By that date, more than 30 states already offered priority for teachers.
The American Rescue Plan includes school funding, though much of it will be spent after 2021.
Myriad factors have gone into school reopening decisions by local and state officials, including declining COVID-19 cases and increased vaccinations.
",
https://www.politifact.com/factchecks/2021/apr/26/sherri-tenpenny/no-you-dont-need-avoid-getting-pregnant-after-gett/, Officials recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected. ,false," You do not need to stop trying to conceive a child or avoid becoming pregnant because you’ve recently received a COVID-19 vaccine.
 There is no evidence the mRNA vaccines cause infertility.
",
https://www.politifact.com/factchecks/2021/apr/26/instagram-posts/no-home-mortgages-dont-prove-climate-change-scam/," Those 30-, 40-year mortgages prove that banks know climate change is not going to happen. ",false,"A former oil executive claimed in 2017 climate change can’t be a real threat because banks and financial institutions continue to offer long-term mortgages.
Scientists concluded long ago that climate change is real and is a threat to humans.
Many banks have publicly identified climate change as a business risk that they need to mitigate or plan for.
",
https://www.politifact.com/factchecks/2021/apr/26/fox-news-channel/joe-biden-banning-burgers-fox-news-gop-politicians/, Biden s climate requirements will cut 90% of red meat from diet to a max 4 lbs per year and one burger per month. ,pants-fire,"President Joe Biden’s climate plans do not include restrictions on red meat consumption, the White House said. Biden never mentioned red meat when he announced his plan to reduce U.S. greenhouse gas emissions by 50% to 52% by 2030.
The false claims about Biden restricting access to meat started with a Daily Mail article that linked Biden’s goals to an unrelated 2020 study on meat consumption. A study author told PolitiFact it “has nothing to do with Biden or his climate change plan.”
Fox News and Fox Business Network hosts repeated the false claims about Biden, saying he would limit the number of hamburgers Americans could eat.
",
https://www.politifact.com/factchecks/2021/apr/24/missouri-house-democratic-caucus/democrats-exaggerated-missouris-november-covid-19-/," An average of nearly 5,000 Missourians were contracting COVID every day in November. ",barely-true,"November was Missouri’s peak for new COVID-19 cases.
Data from the state health department showed Missouri’s seven-day rolling average for daily new cases was near 5,000 for a few days in November. The average for the entire month was 4,251 new cases a day.
Federal data showed higher numbers, but not as high as Democrats were claiming.
",
https://www.politifact.com/factchecks/2021/apr/23/instagram-posts/fact-checking-claim-about-use-ivermectin-treat-cov/, Mountains of data show drug ivermectin basically obliterates COVID-19 transmission. ,false,"Some limited studies suggest that ivermectin can help treat COVID-19; others show no significant impact. Many of the studies had small sample sizes and other limitations.
Federal health and drug agencies say that more research is needed before making a definitive conclusion about ivermectin’s efficacy against COVID-19.
The FDA has not approved ivermectin for the prevention or treatment of COVID-19.
",
https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/covid-19-far-less-dangerous-kids-wrong-say-they-ar/, Children ages 5 to 9 are not affected the coronavirus. ,half-true,"Most children who get COVID-19 have mild or no symptoms; severe illness is rare.
More than 3.6 million children in the U.S. have tested positive, and at least 297 have died.
Children can spread the virus to others, even if they don’t have symptoms, which is a key reason for mask requirements in schools.
",
https://www.politifact.com/factchecks/2021/apr/23/jill-underly/wisconsin-schools-leader-mark-claim-masks-are-fact/," For mitigating COVID-19 spread, masks (are) the number one way to do so. ",mostly-true,"We could not locate a study that ranked the various methods for mitigating spread of the coronavirus.
But experts agree that mask wearing is a primary way to do so, albeit in conjunction with other steps, such as hand-washing, social-distancing and -- now that vaccines are available -- getting a shot
",
https://www.politifact.com/factchecks/2021/apr/22/zach-wahls/american-rescue-plan-has-4-billion-food-distributi/, The federal American Rescue Plan will purchase more food from farmers for distribution. ,true,"Iowa Senate Minority Leader Zach Wahls, D-Coralville, wrote in a weekly newsletter that the American Rescue Plan Act of 2021 calls for buying more food from farmers and distributing it to nonprofits, restaurants, and food banks to help feed families in need and support farmers.
The American Rescue Plan includes Wahls’ claim almost word for word, stating that $4 billion will be appropriated to the U.S. Secretary of Agriculture to fund agriculture relief.
The USDA will absorb the $4 billion into its current budget, though department officials weren’t sure how the new money will get spent.
",
https://www.politifact.com/factchecks/2021/apr/21/blog-posting/paper-about-mask-wearing-was-not-stanford-and-make/, Stanford study results show face masks are ineffective and dangerous. ,false,"Stanford University has no connection with a Medical Hypotheses journal article, written by an exercise physiologist who isn’t affiliated with Stanford, that makes debunked claims about mask wearing and COVID-19.
",
https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-womens-cycles-and-fertility-are-not-affected-be/, Women’s menstrual cycles and fertility are affected being around people who have received COVID-19 vaccines ,false,"There are no elements in any of the vaccines that can be passed to another person by proxy.
The CDC has advised that all authorized COVID-19 vaccines are safe for people who are pregnant and that there is no evidence that shots yield fertility problems or miscarriages.
",
https://www.politifact.com/factchecks/2021/apr/21/facebook-posts/no-two-photos-dont-reveal-sea-levels-dont-prove-cl/, Two photos show climate change is a hoax. ,false,"Water’s-edge photographs don’t show changes in sea level over time.
Global sea levels are rising and climate change is the primary reason.
",
https://www.politifact.com/factchecks/2021/apr/16/diamond-and-silk/medical-hypotheses-journal-article-lacks-evidence-/," Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension. ",false,"The journal cited in the post, Medical Hypotheses, says its purpose is to publish “theoretical papers.""
Claims about ill effects from mask wearing such as hypoxemia and hypercapnia, which are listed in the article, have been debunked.
",
https://www.politifact.com/factchecks/2021/apr/16/janet-bewley/wisconsin-lawmaker-overreaches-claim-republicans-d/, Says Republican lawmakers delayed COVID-19 testing ,barely-true,"Republicans took almost no legislative action throughout 2020, going 300 without passing a bill after an initial COVID relief package in April 2020.
But the limitations on testing in Wisconsin have been attributed to lack of available supplies -- not lack of funding.
This phrasing implies Republicans blocked or delayed a specific bill that caused delays, and that’s not what happened.
",
https://www.politifact.com/factchecks/2021/apr/15/facebook-posts/facebook-post-makes-false-claim-about-lockdown-ope/, Says the nation is locked down and there’s a wide open border. ,false,"The post is wrong on both counts.
There is no nationwide lockdown. Many schools and businesses are open and no state is mandating a stay-at-home order.
Thousands of people are arriving at the southern border, but most are being expelled.
",
